Date,Open,High,Low,Close,Volume Traded,Value Traded (SAR),Number of Trades,Index,Month,Quarter,Daily_Return_Pct
2025-12-07,10640.01,10666.53,10612.2,10631.25,129429666.0,2323745416.16,269742.0,Tadwul All Share Index (TASI),2025-12,2025Q4,0.05411510046586798
2025-12-04,10584.24,10700.13,10583.26,10626.15,210293087.0,4484563996.54,447234.0,Tadwul All Share Index (TASI),2025-12,2025Q4,-0.04797178130512281
2025-12-03,10522.19,10574.79,10499.41,10574.79,172074574.0,3594767115.64,395941.0,Tadwul All Share Index (TASI),2025-12,2025Q4,-0.483335921288508
2025-12-02,10543.41,10575.18,10500.53,10536.28,181114319.0,3753999703.76,443858.0,Tadwul All Share Index (TASI),2025-12,2025Q4,-0.3641679882059101
2025-12-01,10594.71,10600.32,10499.19,10543.0,164460535.0,3647317332.79,416130.0,Tadwul All Share Index (TASI),2025-12,2025Q4,0.06377962620582878
2025-11-30,10651.19,10687.46,10588.18,10590.88,130117064.0,2135788760.79,311558.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.454140187802321
2025-11-27,10655.03,10688.33,10612.08,10640.65,139905050.0,3353443512.82,390538.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.4699326212741495
2025-11-26,10668.0,10696.2,10576.48,10635.38,279614131.0,5496835038.06,474121.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.049527049569342285
2025-11-25,10842.98,10877.98,10686.62,10686.62,185328288.0,4019942766.59,405466.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.48178814485237975
2025-11-24,10999.38,11001.51,10851.76,10851.76,240035969.0,7291189453.63,407535.0,Tadwul All Share Index (TASI),2025-11,2025Q4,1.545296829119014
2025-11-23,11014.52,11057.83,11000.18,11010.81,97739019.0,2013210157.92,244174.0,Tadwul All Share Index (TASI),2025-11,2025Q4,1.4656608697575235
2025-11-20,11006.91,11030.86,10977.78,11010.63,133606749.0,3177898448.27,348098.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.0016347571159647245
2025-11-19,11105.01,11135.64,10998.06,10998.67,178342709.0,3572210438.69,380585.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.10862230408250628
2025-11-18,11009.31,11105.93,10979.64,11098.8,218697499.0,4322831426.33,468878.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.9103828008295567
2025-11-17,11034.68,11106.06,11023.79,11051.13,188441527.0,3962442389.23,418346.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.42950589252892524
2025-11-16,11160.64,11160.64,11043.62,11052.61,158365813.0,2607464490.32,308508.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.01339229562951072
2025-11-13,11251.72,11259.83,11177.66,11177.66,167377999.0,3842106757.75,451808.0,Tadwul All Share Index (TASI),2025-11,2025Q4,1.1314069708421748
2025-11-12,11261.86,11297.84,11246.72,11254.88,203804567.0,4214112867.04,407313.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.6908422693121752
2025-11-11,11248.56,11270.45,11225.01,11270.45,189631254.0,4201006398.95,431873.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.138339991186065
2025-11-10,11233.73,11258.5,11205.4,11243.8,199950953.0,4299444908.17,450601.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.2364590588663451
2025-11-09,11288.71,11291.1,11183.28,11244.36,159645579.0,2990900059.59,336454.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.004980522599140613
2025-11-06,11263.2,11321.17,11257.08,11302.35,223433332.0,4320094410.14,448922.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.5157252169087467
2025-11-05,11358.31,11374.83,11256.74,11256.74,265542863.0,4940285915.49,523690.0,Tadwul All Share Index (TASI),2025-11,2025Q4,-0.40354439563453637
2025-11-04,11493.15,11528.63,11395.26,11398.29,293095351.0,5444010402.81,495604.0,Tadwul All Share Index (TASI),2025-11,2025Q4,1.2574688586571403
2025-11-03,11535.4,11548.29,11441.83,11483.57,313185613.0,6113455775.12,541701.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.7481824027990136
2025-11-02,11580.77,11637.83,11527.9,11536.29,263855032.0,4443691516.62,386555.0,Tadwul All Share Index (TASI),2025-11,2025Q4,0.4590906834721409
2025-10-30,11751.43,11781.68,11628.06,11655.85,319780245.0,7871878797.76,567156.0,Tadwul All Share Index (TASI),2025-10,2025Q4,1.0363817137051923
2025-10-29,11677.23,11752.08,11674.33,11752.08,200908128.0,5215805131.16,435163.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.8255940150224905
2025-10-28,11615.38,11693.11,11615.38,11674.06,261740780.0,5644146769.84,443108.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.6638824786761144
2025-10-27,11603.2,11651.07,11598.49,11619.82,269704842.0,5353186653.52,453608.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.46461984947824275
2025-10-26,11620.3,11643.01,11590.03,11593.45,170024533.0,3251151945.65,304964.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.2269398321144256
2025-10-23,11599.57,11615.89,11548.95,11611.68,228229438.0,4887152492.6,443380.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.15724396102971827
2025-10-22,11542.22,11618.28,11492.03,11585.9,247058277.0,5350421550.29,442236.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.22201783032257394
2025-10-21,11664.92,11665.77,11539.43,11545.8,236680202.0,4919596034.94,448664.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.3461103582803271
2025-10-20,11702.55,11715.56,11625.04,11644.55,229669840.0,5282380085.26,460274.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.8552893692944652
2025-10-19,11697.45,11740.24,11679.96,11690.61,190331698.0,4181083773.69,379266.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.3955498495004317
2025-10-16,11682.9,11723.8,11677.83,11696.58,290818428.0,6130995785.3,520667.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.05106662526590533
2025-10-15,11603.44,11682.23,11601.13,11682.23,334129330.0,6689897167.96,509738.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.1226854345458328
2025-10-14,11593.05,11630.36,11592.3,11596.0,255509398.0,5826025800.88,508511.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.738129620800132
2025-10-13,11529.84,11607.45,11521.37,11591.69,273732048.0,5620157981.73,497331.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.03716798896170603
2025-10-12,11371.7,11538.86,11320.27,11494.45,223607288.0,4652063424.73,410561.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.838876816063916
2025-10-09,11564.07,11602.69,11556.74,11583.31,248014241.0,4702878053.65,460199.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.7730687418710636
2025-10-08,11581.97,11607.66,11543.03,11559.27,604982947.0,7621742577.86,489571.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.20753998641147575
2025-10-07,11615.73,11619.84,11540.97,11583.23,287573639.0,6119988324.71,530308.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.207279525437154
2025-10-06,11534.51,11645.14,11533.71,11605.2,302358939.0,6215089619.12,533674.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.18967075677509548
2025-10-05,11513.9,11560.66,11509.99,11528.59,234168224.0,4297696686.22,440447.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.660135111846416
2025-10-02,11540.68,11557.76,11480.62,11495.72,299675573.0,6493464260.84,551864.0,Tadwul All Share Index (TASI),2025-10,2025Q4,-0.28511726065373333
2025-10-01,11514.19,11563.03,11493.26,11529.36,293035521.0,5999844466.85,548513.0,Tadwul All Share Index (TASI),2025-10,2025Q4,0.2926306486240149
2025-09-30,11439.26,11555.36,11425.07,11502.97,344532241.0,7828712945.57,618897.0,Tadwul All Share Index (TASI),2025-09,2025Q3,-0.22889388482969508
2025-09-29,11230.43,11438.05,11213.66,11434.18,330287145.0,7963188300.53,617250.0,Tadwul All Share Index (TASI),2025-09,2025Q3,-0.5980194680156425
2025-09-28,11272.0,11330.74,11223.87,11229.54,244294222.0,4896298453.81,451194.0,Tadwul All Share Index (TASI),2025-09,2025Q3,-1.7897216940786276
2025-09-25,11659.56,11661.23,11184.71,11308.11,536006974.0,14995792496.52,832232.0,Tadwul All Share Index (TASI),2025-09,2025Q3,0.6996724710006008
2025-09-24,11045.78,11450.7,11000.48,11426.45,578216663.0,14460091580.76,971249.0,Tadwul All Share Index (TASI),2025-09,2025Q3,1.0465055610530793
