Date,Open,High,Low,Close,Value Traded (SAR),Number of Trades,Size,Month,Quarter,Daily_Return_Pct
2025-07-10,4714.18,4736.83,4709.22,4709.84,1487076253.91,87022,Tadawul Large Cap Index,2025-07,2025Q3,0.39220367307266635
2025-07-09,4735.1,4741.05,4705.19,4715.65,1425171040.12,85131,Tadawul Large Cap Index,2025-07,2025Q3,0.12335875528679541
2025-07-08,4765.06,4778.35,4734.33,4744.68,1496181961.91,80414,Tadawul Large Cap Index,2025-07,2025Q3,0.6156097250644255
2025-07-07,4768.53,4791.09,4760.38,4770.78,1775879615.27,90479,Tadawul Large Cap Index,2025-07,2025Q3,0.5500897847694475
2025-07-06,4722.64,4772.95,4709.67,4767.97,1257834547.52,62410,Tadawul Large Cap Index,2025-07,2025Q3,-0.05890022176665566
2025-07-03,4663.56,4725.66,4659.72,4725.66,1965379181.64,89359,Tadawul Large Cap Index,2025-07,2025Q3,-0.8873797444195364
2025-07-02,4651.66,4668.95,4633.8,4656.15,1819912819.46,89189,Tadawul Large Cap Index,2025-07,2025Q3,-1.4709056512741125
2025-07-01,4696.09,4698.35,4640.07,4649.74,1908546373.78,88942,Tadawul Large Cap Index,2025-07,2025Q3,-0.13766738614520158
2025-06-30,4679.06,4700.52,4665.93,4676.59,2707400313.97,126596,Tadawul Large Cap Index,2025-06,2025Q2,0.5774516424574383
2025-06-29,4650.65,4677.65,4638.24,4677.65,1352547455.52,70816,Tadawul Large Cap Index,2025-06,2025Q2,0.022666087897360576
2025-06-26,4603.84,4638.85,4584.54,4638.85,1694835419.88,87812,Tadawul Large Cap Index,2025-06,2025Q2,-0.8294763396149651
2025-06-25,4627.36,4630.98,4579.64,4605.87,1644986772.1,105975,Tadawul Large Cap Index,2025-06,2025Q2,-0.7109520678616588
2025-06-24,4580.35,4612.94,4565.01,4611.97,3143928707.62,134088,Tadawul Large Cap Index,2025-06,2025Q2,0.13243969108984732
2025-06-23,4463.61,4509.97,4459.06,4507.48,1177540137.25,68871,Tadawul Large Cap Index,2025-06,2025Q2,-2.2656261857731175
2025-06-22,4467.1,4521.23,4454.5,4455.17,1008333646.8,62131,Tadawul Large Cap Index,2025-06,2025Q2,-1.1605154099407988
2025-06-19,4465.94,4483.02,4442.0,4472.16,2721537275.1,82602,Tadawul Large Cap Index,2025-06,2025Q2,0.3813546957804004
2025-06-18,4498.67,4499.87,4462.17,4469.44,1300700692.0,89525,Tadawul Large Cap Index,2025-06,2025Q2,-0.060820721977750125
2025-06-17,4587.94,4588.8,4511.19,4512.28,1859054094.82,109459,Tadawul Large Cap Index,2025-06,2025Q2,0.9585093434524294
2025-06-16,4543.23,4615.45,4542.37,4585.97,1769953015.85,106587,Tadawul Large Cap Index,2025-06,2025Q2,1.6330990098132325
2025-06-15,4434.58,4550.86,4434.21,4533.84,1935991493.02,98726,Tadawul Large Cap Index,2025-06,2025Q2,-1.136727889628586
2025-06-12,4598.47,4600.82,4549.98,4574.41,1882738955.76,126114,Tadawul Large Cap Index,2025-06,2025Q2,0.8948264605720402
2025-06-11,4670.32,4701.85,4596.81,4616.91,2361734437.87,136115,Tadawul Large Cap Index,2025-06,2025Q2,0.9290815646170847
2025-06-04,4550.2,4629.33,4548.83,4625.85,2022278885.4,109349,Tadawul Large Cap Index,2025-06,2025Q2,0.19363600330091213
2025-06-03,4567.34,4569.21,4537.5,4537.5,1334625543.08,98347,Tadawul Large Cap Index,2025-06,2025Q2,-1.9099192580823043
2025-06-02,4565.1,4585.93,4550.03,4553.33,1669113063.5,107703,Tadawul Large Cap Index,2025-06,2025Q2,0.34887052341596725
2025-06-01,4628.95,4630.91,4536.09,4552.98,1293941273.83,98244,Tadawul Large Cap Index,2025-06,2025Q2,-0.0076866820546750425
2025-05-29,4688.64,4693.55,4616.84,4620.21,4183184394.75,136984,Tadawul Large Cap Index,2025-05,2025Q2,1.4766153156833717
2025-05-28,4634.18,4694.11,4630.47,4664.62,1686074111.85,83114,Tadawul Large Cap Index,2025-05,2025Q2,0.9612117198136039
2025-05-27,4684.14,4687.42,4607.49,4628.56,1586860940.95,101796,Tadawul Large Cap Index,2025-05,2025Q2,-0.7730533248152982
2025-05-26,4635.81,4681.3,4615.41,4681.3,1548843274.09,90460,Tadawul Large Cap Index,2025-05,2025Q2,1.1394472578944548
2025-05-25,4727.74,4729.6,4613.19,4613.19,1394137971.22,96039,Tadawul Large Cap Index,2025-05,2025Q2,-1.4549377309721834
2025-05-22,4749.73,4751.96,4713.96,4721.62,1583277500.8,91097,Tadawul Large Cap Index,2025-05,2025Q2,2.3504342981754522
2025-05-21,4828.06,4843.88,4762.65,4762.65,1628755583.6,86656,Tadawul Large Cap Index,2025-05,2025Q2,0.8689814089231973
2025-05-20,4822.13,4854.49,4812.25,4839.22,1715460843.15,82553,Tadawul Large Cap Index,2025-05,2025Q2,1.6077183920716553
2025-05-19,4824.36,4833.24,4800.81,4824.09,1570595460.45,80237,Tadawul Large Cap Index,2025-05,2025Q2,-0.3126536921239431
2025-05-18,4852.86,4865.09,4821.78,4825.23,896547665.45,64708,Tadawul Large Cap Index,2025-05,2025Q2,0.023631399911683282
2025-05-15,4865.12,4874.32,4840.01,4849.08,1426278628.0,74422,Tadawul Large Cap Index,2025-05,2025Q2,0.49427695674610916
2025-05-14,4860.13,4875.64,4842.68,4866.73,2035408989.05,97113,Tadawul Large Cap Index,2025-05,2025Q2,0.36398657064844464
2025-05-13,4876.58,4876.58,4848.37,4872.78,1672305997.85,84513,Tadawul Large Cap Index,2025-05,2025Q2,0.12431345071537425
2025-05-12,4824.89,4878.45,4821.97,4854.92,2048455569.4,84221,Tadawul Large Cap Index,2025-05,2025Q2,-0.36652588460796
2025-05-11,4837.11,4848.76,4799.04,4805.25,867868409.03,58567,Tadawul Large Cap Index,2025-05,2025Q2,-1.023085859293249
2025-05-08,4850.32,4860.37,4800.45,4816.25,1501286177.36,92757,Tadawul Large Cap Index,2025-05,2025Q2,0.22891628947505627
2025-05-07,4833.19,4847.73,4818.26,4821.5,1343861066.81,64268,Tadawul Large Cap Index,2025-05,2025Q2,0.10900596937450935
2025-05-06,4833.51,4858.14,4811.71,4832.96,1487530636.3,84178,Tadawul Large Cap Index,2025-05,2025Q2,0.23768536762418524
2025-05-05,4810.48,4841.82,4771.93,4827.15,1795332949.1,95763,Tadawul Large Cap Index,2025-05,2025Q2,-0.12021618221546015
2025-05-04,4900.3,4906.12,4818.56,4818.56,1209211125.8,82837,Tadawul Large Cap Index,2025-05,2025Q2,-0.17795179350132972
2025-05-01,4956.01,4957.98,4878.15,4895.82,1720122087.8,92020,Tadawul Large Cap Index,2025-05,2025Q2,1.6033835834772026
2025-04-30,4978.75,4996.83,4954.83,4966.39,2312899863.65,84686,Tadawul Large Cap Index,2025-04,2025Q2,1.4414337128407562
2025-04-29,5001.64,5006.06,4978.78,4978.78,2115819225.05,85147,Tadawul Large Cap Index,2025-04,2025Q2,0.24947698428836595
2025-04-28,5000.81,5011.24,4984.73,4999.89,1436751064.65,78936,Tadawul Large Cap Index,2025-04,2025Q2,0.423999453681434
2025-04-27,5012.91,5018.12,4991.78,4994.28,859143528.3,57412,Tadawul Large Cap Index,2025-04,2025Q2,-0.11220246845431436
2025-04-24,4976.82,5014.45,4971.32,5004.2,2494006640.55,87289,Tadawul Large Cap Index,2025-04,2025Q2,0.19862722955059642
2025-04-23,4948.56,4979.0,4946.17,4972.95,2399165146.4,66944,Tadawul Large Cap Index,2025-04,2025Q2,-0.624475440629868
2025-04-22,4903.12,4918.92,4885.98,4912.1,1964992457.35,71612,Tadawul Large Cap Index,2025-04,2025Q2,-1.2236197830261641
2025-04-21,4914.59,4918.92,4880.32,4884.42,820187408.15,57750,Tadawul Large Cap Index,2025-04,2025Q2,-0.5635064432727432
2025-04-20,4904.88,4922.66,4903.87,4911.76,898929747.65,46638,Tadawul Large Cap Index,2025-04,2025Q2,0.559738924990083
2025-04-17,4922.05,4926.9,4891.16,4894.34,1381459437.8,62428,Tadawul Large Cap Index,2025-04,2025Q2,-0.35465902242780567
2025-04-16,4908.33,4938.16,4896.07,4938.16,1873872412.5,85277,Tadawul Large Cap Index,2025-04,2025Q2,0.8953199001295209
2025-04-15,4909.53,4918.69,4898.48,4913.33,1705311521.7,85343,Tadawul Large Cap Index,2025-04,2025Q2,-0.5028188637063224
2025-04-14,4930.23,4931.74,4890.35,4903.24,1510505357.5,90967,Tadawul Large Cap Index,2025-04,2025Q2,-0.20535970512870483
2025-04-13,4931.58,4939.61,4911.57,4924.84,1242557430.2,84612,Tadawul Large Cap Index,2025-04,2025Q2,0.44052504058542663
2025-04-10,4938.76,4939.72,4856.95,4901.5,2934847379.05,128298,Tadawul Large Cap Index,2025-04,2025Q2,-0.4739240259582056
2025-04-09,4794.95,4842.94,4708.94,4726.23,2296049491.95,117595,Tadawul Large Cap Index,2025-04,2025Q2,-3.5758441293481713
2025-04-08,4853.88,4911.1,4801.93,4801.93,2766371618.3,131616,Tadawul Large Cap Index,2025-04,2025Q2,1.6016994517829453
2025-04-07,4625.3,4782.36,4558.91,4776.24,3650105080.21,192124,Tadawul Large Cap Index,2025-04,2025Q2,-0.5349932214755437
2025-04-06,4793.29,4820.83,4707.88,4707.88,3368304107.81,169910,Tadawul Large Cap Index,2025-04,2025Q2,-1.4312513609031297
2025-04-03,5034.26,5101.28,5014.1,5041.45,2054393007.2,115080,Tadawul Large Cap Index,2025-04,2025Q2,7.085354766901442
2025-03-27,5079.22,5129.33,5078.64,5100.9,2043989152.3,105855,Tadawul Large Cap Index,2025-03,2025Q1,1.1792242311239765
2025-03-26,4971.28,5080.01,4971.28,5080.01,2086278117.2,107959,Tadawul Large Cap Index,2025-03,2025Q1,-0.40953557215391845
2025-03-25,4991.89,4997.56,4958.73,4958.73,1294113354.0,76157,Tadawul Large Cap Index,2025-03,2025Q1,-2.3873968752030184
2025-03-24,4961.75,4991.33,4939.63,4991.33,1341487758.5,70285,Tadawul Large Cap Index,2025-03,2025Q1,0.6574263974848504
2025-03-23,4975.6,4991.24,4946.42,4946.42,761951588.9,57486,Tadawul Large Cap Index,2025-03,2025Q1,-0.8997601841593261
2025-03-20,4956.67,4984.06,4943.98,4977.77,2473957687.2,74173,Tadawul Large Cap Index,2025-03,2025Q1,0.633791711985654
2025-03-19,4985.75,4987.1,4931.24,4951.59,1646037316.3,98236,Tadawul Large Cap Index,2025-03,2025Q1,-0.5259383217786295
2025-03-18,5013.51,5016.72,4967.41,4985.87,1685484263.5,103144,Tadawul Large Cap Index,2025-03,2025Q1,0.6923028764497907
2025-03-17,4999.39,5034.94,4997.72,5019.72,1948861495.45,86834,Tadawul Large Cap Index,2025-03,2025Q1,0.6789186240315104
2025-03-16,4940.11,5001.17,4933.64,4989.23,1284523062.15,67814,Tadawul Large Cap Index,2025-03,2025Q1,-0.6074043970580201
2025-03-13,4930.22,4950.18,4910.15,4934.89,1713034538.75,90881,Tadawul Large Cap Index,2025-03,2025Q1,-1.0891460205281978
2025-03-12,4968.77,4969.25,4916.41,4926.99,1703913861.05,85248,Tadawul Large Cap Index,2025-03,2025Q1,-0.1600846219470098
2025-03-11,4939.43,4960.82,4887.57,4959.53,2280782926.7,100126,Tadawul Large Cap Index,2025-03,2025Q1,0.6604438003730451
2025-03-10,5013.56,5017.11,4956.7,4975.52,1760353201.95,78503,Tadawul Large Cap Index,2025-03,2025Q1,0.3224095831661611
2025-03-09,4989.39,5014.92,4951.28,5004.8,1079183622.35,54195,Tadawul Large Cap Index,2025-03,2025Q1,0.5884812039746556
2025-03-06,5000.78,5012.94,4908.31,4994.72,2317726347.7,108758,Tadawul Large Cap Index,2025-03,2025Q1,-0.20140664961636467
2025-03-05,5003.76,5024.59,4970.04,5003.94,1829514823.1,89618,Tadawul Large Cap Index,2025-03,2025Q1,0.1845949322484497
2025-03-04,5083.53,5098.46,4986.74,4994.32,2524629285.55,131589,Tadawul Large Cap Index,2025-03,2025Q1,-0.19224850817555206
2025-03-03,5072.88,5113.72,5060.41,5091.67,2081917119.6,81741,Tadawul Large Cap Index,2025-03,2025Q1,1.949214307453273
2025-03-02,5093.9,5107.38,5052.2,5068.93,947500704.2,56941,Tadawul Large Cap Index,2025-03,2025Q1,-0.44661181891205715
2025-02-27,5145.81,5147.86,5086.59,5086.59,3232294400.25,112620,Tadawul Large Cap Index,2025-02,2025Q1,0.3483969989721558
2025-02-26,5193.06,5205.62,5135.55,5152.99,2474352355.3,91977,Tadawul Large Cap Index,2025-02,2025Q1,1.305393200552829
2025-02-25,5208.39,5215.05,5158.82,5195.27,1663144270.55,72094,Tadawul Large Cap Index,2025-02,2025Q1,0.8204945090132254
2025-02-24,5217.44,5261.53,5202.97,5214.11,2926349356.1,122565,Tadawul Large Cap Index,2025-02,2025Q1,0.3626375530049408
2025-02-20,5172.7,5221.81,5167.17,5221.81,2128169653.8,65048,Tadawul Large Cap Index,2025-02,2025Q1,0.14767620936269044
2025-02-19,5167.81,5188.49,5158.61,5170.4,1809672314.8,59606,Tadawul Large Cap Index,2025-02,2025Q1,-0.9845245231059896
2025-02-18,5141.98,5173.81,5127.05,5173.81,1768188797.3,70374,Tadawul Large Cap Index,2025-02,2025Q1,0.06595234411266304
2025-02-17,5171.49,5174.05,5104.37,5127.22,1297343786.25,61636,Tadawul Large Cap Index,2025-02,2025Q1,-0.9004969258631479
2025-02-16,5180.67,5206.7,5172.27,5178.55,737101356.05,38446,Tadawul Large Cap Index,2025-02,2025Q1,1.001127316557504
2025-02-13,5168.35,5183.07,5158.16,5181.23,946656227.15,47310,Tadawul Large Cap Index,2025-02,2025Q1,0.0517519382838616
2025-02-12,5177.17,5184.01,5159.31,5175.82,1386296699.8,60557,Tadawul Large Cap Index,2025-02,2025Q1,-0.10441536083130032
2025-02-11,5217.89,5217.89,5181.95,5184.53,1698024382.0,56783,Tadawul Large Cap Index,2025-02,2025Q1,0.16828251368865565
2025-02-10,5204.99,5219.03,5199.5,5216.98,1451496929.25,61879,Tadawul Large Cap Index,2025-02,2025Q1,0.6259005155722752
2025-02-09,5204.73,5224.15,5196.84,5219.34,1022597707.0,50776,Tadawul Large Cap Index,2025-02,2025Q1,0.04523689950892695
2025-02-06,5195.2,5210.72,5178.08,5203.42,2101506534.85,75383,Tadawul Large Cap Index,2025-02,2025Q1,-0.3050194085842284
2025-02-05,5193.91,5212.61,5187.05,5191.83,2190090366.55,69616,Tadawul Large Cap Index,2025-02,2025Q1,-0.2227381222349889
2025-02-04,5172.88,5200.25,5166.68,5200.25,2022905039.9,85034,Tadawul Large Cap Index,2025-02,2025Q1,0.16217788332824057
2025-02-03,5189.16,5189.16,5155.53,5177.27,1970717086.5,82746,Tadawul Large Cap Index,2025-02,2025Q1,-0.44190183164269925
2025-02-02,5200.76,5219.42,5183.88,5195.29,1109224828.0,56634,Tadawul Large Cap Index,2025-02,2025Q1,0.3480598848427663
2025-01-30,5218.6,5219.28,5187.36,5194.53,1934609319.45,72020,Tadawul Large Cap Index,2025-01,2025Q1,-0.014628634782665184
2025-01-29,5232.6,5265.82,5188.12,5214.22,3467582914.6,99896,Tadawul Large Cap Index,2025-01,2025Q1,0.3790525803104572
2025-01-28,5189.56,5225.17,5186.03,5200.86,2393047244.25,94008,Tadawul Large Cap Index,2025-01,2025Q1,-0.2562224071865127
2025-01-27,5199.93,5208.94,5177.61,5177.61,1159956979.45,65195,Tadawul Large Cap Index,2025-01,2025Q1,-0.44704145083698243
2025-01-26,5192.28,5236.82,5186.49,5199.8,739907662.75,42458,Tadawul Large Cap Index,2025-01,2025Q1,0.42857611909743465
2025-01-23,5189.33,5214.46,5178.57,5192.25,1441932165.25,60618,Tadawul Large Cap Index,2025-01,2025Q1,-0.14519789222662283
2025-01-22,5202.5,5238.7,5184.77,5184.77,1761495750.1,79803,Tadawul Large Cap Index,2025-01,2025Q1,-0.1440608599354687
2025-01-21,5241.7,5243.83,5203.79,5204.37,1500876147.6,65032,Tadawul Large Cap Index,2025-01,2025Q1,0.37803026942371254
2025-01-20,5208.81,5251.06,5208.81,5235.3,1635648398.6,73566,Tadawul Large Cap Index,2025-01,2025Q1,0.5943082448019776
2025-01-19,5163.5,5221.62,5160.81,5210.34,1532767363.6,68398,Tadawul Large Cap Index,2025-01,2025Q1,-0.4767635092544853
2025-01-16,5141.91,5162.12,5132.26,5157.71,1822089190.45,71173,Tadawul Large Cap Index,2025-01,2025Q1,-1.0101068260420676
2025-01-15,5111.51,5134.71,5103.9,5129.28,1942657103.85,69788,Tadawul Large Cap Index,2025-01,2025Q1,-0.5512136199980255
2025-01-14,5088.44,5105.98,5079.66,5104.52,1320884665.5,62195,Tadawul Large Cap Index,2025-01,2025Q1,-0.4827188221348644
2025-01-13,5096.67,5112.84,5074.28,5077.23,1501523489.2,67515,Tadawul Large Cap Index,2025-01,2025Q1,-0.5346242154012693
2025-01-12,5098.73,5107.37,5088.99,5090.29,799050239.8,40033,Tadawul Large Cap Index,2025-01,2025Q1,0.2572268737087047
2025-01-09,5075.5,5100.11,5059.98,5087.27,1338438624.75,56506,Tadawul Large Cap Index,2025-01,2025Q1,-0.059328643358225186
2025-01-08,5083.19,5104.03,5064.23,5076.86,1553159009.7,69722,Tadawul Large Cap Index,2025-01,2025Q1,-0.2046284156335454
2025-01-07,5091.95,5113.53,5083.41,5084.3,1467920180.75,65862,Tadawul Large Cap Index,2025-01,2025Q1,0.14654727528433664
2025-01-06,5077.94,5102.57,5075.47,5091.01,1604441810.1,74768,Tadawul Large Cap Index,2025-01,2025Q1,0.13197490313316962
2025-01-05,5104.78,5110.26,5070.97,5076.29,933735759.6,46133,Tadawul Large Cap Index,2025-01,2025Q1,-0.2891371260319686
2025-01-02,5102.03,5115.39,5091.24,5103.76,1788313463.65,68421,Tadawul Large Cap Index,2025-01,2025Q1,0.541143236497521
2025-01-01,5083.79,5101.56,5080.33,5096.49,810850361.95,40625,Tadawul Large Cap Index,2025-01,2025Q1,-0.14244400206907537
2025-12-31,4071.0,4111.09,4071.0,4108.46,666787996.58,87173,Tadawul Medium Cap Index,2025-12,2025Q4,
2025-12-30,4116.12,4116.27,4047.09,4063.32,770105567.47,93289,Tadawul Medium Cap Index,2025-12,2025Q4,-1.0987085185203194
