Date,Open,High,Low,Close,Value Traded (SAR),Number of Trades,Size,Month,Quarter,Daily_Return_Pct
2025-09-18,4332.95,4374.03,4320.87,4374.03,3321977207.97,161135,Tadawul Medium Cap Index,2025-09,2025Q3,-0.16570462124169127
2025-09-17,4295.98,4324.76,4290.37,4324.76,1205950010.37,149873,Tadawul Medium Cap Index,2025-09,2025Q3,-1.1264211722370354
2025-09-16,4255.84,4286.3,4250.94,4286.3,1139519376.76,131217,Tadawul Medium Cap Index,2025-09,2025Q3,-0.8892979032362525
2025-09-15,4240.8,4259.58,4230.59,4254.01,1039537675.49,132174,Tadawul Medium Cap Index,2025-09,2025Q3,-0.7533303781816492
2025-09-14,4244.17,4251.65,4205.12,4244.99,695076192.67,85242,Tadawul Medium Cap Index,2025-09,2025Q3,-0.21203523263932933
2025-09-11,4279.17,4283.65,4243.31,4249.26,984279040.99,116807,Tadawul Medium Cap Index,2025-09,2025Q3,0.10058916510993221
2025-09-10,4276.63,4276.81,4256.06,4275.66,923548247.15,122330,Tadawul Medium Cap Index,2025-09,2025Q3,0.6212846472091416
2025-09-09,4274.44,4285.71,4229.06,4285.71,1233406565.63,160876,Tadawul Medium Cap Index,2025-09,2025Q3,0.23505143065631895
2025-09-08,4300.36,4311.6,4261.04,4270.55,1073981417.04,119557,Tadawul Medium Cap Index,2025-09,2025Q3,-0.3537336870670149
2025-09-07,4331.73,4338.32,4299.38,4301.58,515434598.17,67051,Tadawul Medium Cap Index,2025-09,2025Q3,0.7266043015536683
2025-09-04,4332.58,4354.93,4321.45,4328.13,797695723.7,102736,Tadawul Medium Cap Index,2025-09,2025Q3,0.6172150698115608
2025-09-03,4333.7,4364.65,4331.73,4335.74,1011806897.49,110231,Tadawul Medium Cap Index,2025-09,2025Q3,0.17582651168055463
2025-09-02,4371.22,4372.4,4334.57,4342.16,1085547413.72,114387,Tadawul Medium Cap Index,2025-09,2025Q3,0.14807160945997655
2025-09-01,4383.43,4391.37,4358.4,4371.4,1340232683.15,144140,Tadawul Medium Cap Index,2025-09,2025Q3,0.6733975717154506
2025-08-31,4422.61,4424.29,4373.27,4385.93,1224442296.09,80143,Tadawul Medium Cap Index,2025-08,2025Q3,0.33238779338429225
2025-08-28,4446.26,4452.33,4418.79,4418.79,1264749508.02,129415,Tadawul Medium Cap Index,2025-08,2025Q3,0.749213963743145
2025-08-27,4477.32,4477.32,4448.8,4449.97,1241236522.06,126542,Tadawul Medium Cap Index,2025-08,2025Q3,0.7056230325496404
2025-08-26,4465.85,4475.65,4456.69,4475.65,2868283932.77,165513,Tadawul Medium Cap Index,2025-08,2025Q3,0.5770825421294923
2025-08-25,4457.67,4474.89,4457.58,4468.49,1319647169.87,148051,Tadawul Medium Cap Index,2025-08,2025Q3,-0.1599767631517146
2025-08-24,4468.07,4488.89,4459.74,4459.74,1231593943.56,125700,Tadawul Medium Cap Index,2025-08,2025Q3,-0.195815588711179
2025-08-21,4454.79,4463.98,4446.07,4447.68,1557597007.26,163004,Tadawul Medium Cap Index,2025-08,2025Q3,-0.2704193518007658
2025-08-20,4431.34,4469.38,4430.74,4457.25,1285815667.09,146253,Tadawul Medium Cap Index,2025-08,2025Q3,0.2151683574357799
2025-08-19,4433.94,4444.58,4419.78,4437.99,1084131075.57,115519,Tadawul Medium Cap Index,2025-08,2025Q3,-0.4321049974760238
2025-08-18,4440.49,4443.04,4423.73,4438.94,1072452653.26,110182,Tadawul Medium Cap Index,2025-08,2025Q3,0.02140608698981694
2025-08-17,4406.19,4441.14,4402.26,4441.14,758638111.97,69553,Tadawul Medium Cap Index,2025-08,2025Q3,0.049561381771345836
2025-08-14,4379.92,4400.45,4372.28,4399.51,1254588787.74,125532,Tadawul Medium Cap Index,2025-08,2025Q3,-0.9373719360344479
2025-08-13,4397.68,4405.93,4376.45,4381.19,1071153430.91,113996,Tadawul Medium Cap Index,2025-08,2025Q3,-0.4164100092965084
2025-08-12,4386.24,4401.26,4372.48,4390.12,1044368184.54,117288,Tadawul Medium Cap Index,2025-08,2025Q3,0.20382590118210864
2025-08-11,4436.28,4436.52,4390.15,4390.15,1043753476.4,133071,Tadawul Medium Cap Index,2025-08,2025Q3,0.0006833526190463957
2025-08-10,4454.64,4457.85,4436.71,4444.3,603893335.22,68057,Tadawul Medium Cap Index,2025-08,2025Q3,1.2334430486429904
2025-08-07,4460.04,4465.74,4450.81,4465.74,1063035941.67,113019,Tadawul Medium Cap Index,2025-08,2025Q3,0.48241567850955125
2025-08-06,4463.95,4473.18,4448.63,4469.06,1155971875.3,121889,Tadawul Medium Cap Index,2025-08,2025Q3,0.07434378176967016
2025-08-05,4422.11,4468.68,4409.99,4468.68,1371616166.93,129751,Tadawul Medium Cap Index,2025-08,2025Q3,-0.008502906651508546
2025-08-04,4413.97,4425.31,4380.17,4421.57,1118456397.81,119994,Tadawul Medium Cap Index,2025-08,2025Q3,-1.0542263039644895
2025-08-03,4434.5,4434.5,4383.4,4425.01,820489006.32,84903,Tadawul Medium Cap Index,2025-08,2025Q3,0.0778004193080939
2025-07-31,4450.16,4456.79,4430.13,4456.22,1135004387.98,136585,Tadawul Medium Cap Index,2025-07,2025Q3,0.705309140544319
2025-07-30,4425.56,4459.36,4406.29,4459.36,1060063925.07,112539,Tadawul Medium Cap Index,2025-07,2025Q3,0.07046330746685037
2025-07-29,4445.94,4445.95,4406.34,4423.38,1010686938.95,117647,Tadawul Medium Cap Index,2025-07,2025Q3,-0.8068422374510997
2025-07-28,4475.15,4479.41,4439.38,4439.38,1056312641.47,124757,Tadawul Medium Cap Index,2025-07,2025Q3,0.3617143451387861
2025-07-27,4480.28,4501.06,4479.02,4486.89,816540924.96,79193,Tadawul Medium Cap Index,2025-07,2025Q3,1.070194486617515
2025-07-24,4480.64,4492.42,4451.36,4474.76,1017739294.1,113258,Tadawul Medium Cap Index,2025-07,2025Q3,-0.27034315528128294
2025-07-23,4402.09,4476.17,4390.71,4476.17,1031947361.68,112935,Tadawul Medium Cap Index,2025-07,2025Q3,0.03151006981378934
2025-07-22,4464.6,4465.4,4397.45,4402.08,1303296052.42,127487,Tadawul Medium Cap Index,2025-07,2025Q3,-1.6552096993635246
2025-07-21,4477.14,4479.27,4441.41,4456.76,1014358453.72,128146,Tadawul Medium Cap Index,2025-07,2025Q3,1.2421400792352877
2025-07-20,4507.23,4532.48,4470.84,4474.87,656427720.34,78608,Tadawul Medium Cap Index,2025-07,2025Q3,0.4063490069018627
2025-07-17,4495.91,4514.2,4491.37,4502.36,1146565853.41,134946,Tadawul Medium Cap Index,2025-07,2025Q3,0.6143195221313569
2025-07-16,4526.15,4538.19,4496.55,4497.5,1210332591.16,137137,Tadawul Medium Cap Index,2025-07,2025Q3,-0.10794338968895811
2025-07-15,4572.79,4576.19,4519.48,4526.45,1217457186.88,123471,Tadawul Medium Cap Index,2025-07,2025Q3,0.6436909394107904
2025-07-14,4599.01,4600.42,4556.19,4575.54,1258934598.12,140371,Tadawul Medium Cap Index,2025-07,2025Q3,1.0845143545162417
2025-07-13,4612.86,4628.62,4597.35,4603.69,816412055.36,76632,Tadawul Medium Cap Index,2025-07,2025Q3,0.6152279293810015
2025-07-10,4612.79,4621.1,4598.64,4612.02,1325490425.29,126920,Tadawul Medium Cap Index,2025-07,2025Q3,0.18094180972221263
2025-07-09,4607.05,4614.91,4584.18,4614.91,1899885402.62,157731,Tadawul Medium Cap Index,2025-07,2025Q3,0.06266234751799438
2025-07-08,4615.99,4619.0,4588.44,4597.02,1424783393.26,151291,Tadawul Medium Cap Index,2025-07,2025Q3,-0.3876565306798918
2025-07-07,4599.58,4623.91,4590.22,4618.44,1223815182.42,125668,Tadawul Medium Cap Index,2025-07,2025Q3,0.46595403108968814
2025-07-06,4571.84,4599.52,4563.3,4596.19,812341951.87,70102,Tadawul Medium Cap Index,2025-07,2025Q3,-0.4817644052970249
2025-07-03,4547.98,4572.26,4547.88,4572.26,1315327101.1,130706,Tadawul Medium Cap Index,2025-07,2025Q3,-0.5206486241865371
2025-07-02,4555.57,4557.4,4533.48,4546.16,1355656011.22,128534,Tadawul Medium Cap Index,2025-07,2025Q3,-0.5708336796245272
2025-07-01,4578.79,4584.09,4546.47,4552.43,1117630140.06,115537,Tadawul Medium Cap Index,2025-07,2025Q3,0.13791859503407
2025-06-30,4601.5,4622.87,4579.64,4579.64,1631917532.03,176508,Tadawul Medium Cap Index,2025-06,2025Q2,0.5977027653363054
2025-06-29,4557.72,4606.96,4552.96,4606.96,1220062662.92,102693,Tadawul Medium Cap Index,2025-06,2025Q2,0.5965534408818085
2025-06-26,4495.42,4536.12,4480.46,4536.12,1531968098.72,142687,Tadawul Medium Cap Index,2025-06,2025Q2,-1.5376734332401387
2025-06-25,4486.28,4497.19,4461.06,4490.16,1310205406.74,145944,Tadawul Medium Cap Index,2025-06,2025Q2,-1.0132007089759587
2025-06-24,4417.08,4472.87,4414.4,4472.87,2228777799.89,189756,Tadawul Medium Cap Index,2025-06,2025Q2,-0.3850642293370399
2025-06-23,4277.7,4344.35,4277.7,4342.69,1101432818.08,140455,Tadawul Medium Cap Index,2025-06,2025Q2,-2.910435581628801
2025-06-22,4288.02,4341.5,4275.03,4275.7,858710428.78,110245,Tadawul Medium Cap Index,2025-06,2025Q2,-1.542592264241749
2025-06-19,4262.6,4298.02,4239.17,4288.3,1872771532.26,161557,Tadawul Medium Cap Index,2025-06,2025Q2,0.29468858900298933
2025-06-18,4312.21,4316.06,4253.96,4257.98,1293537330.89,172855,Tadawul Medium Cap Index,2025-06,2025Q2,-0.7070400858149029
2025-06-17,4363.67,4392.68,4327.32,4327.32,1460873459.79,206298,Tadawul Medium Cap Index,2025-06,2025Q2,1.6284717166355822
2025-06-16,4324.1,4399.81,4322.72,4376.54,1422267617.89,183357,Tadawul Medium Cap Index,2025-06,2025Q2,1.1374245491435842
2025-06-15,4155.19,4342.48,4154.5,4308.56,1289566247.08,142464,Tadawul Medium Cap Index,2025-06,2025Q2,-1.553281816229246
2025-06-12,4438.65,4438.79,4361.74,4367.66,1598174124.08,216433,Tadawul Medium Cap Index,2025-06,2025Q2,1.3716879885622868
2025-06-11,4499.55,4524.61,4451.42,4457.51,1648924868.14,187955,Tadawul Medium Cap Index,2025-06,2025Q2,2.057165621866175
2025-06-04,4422.89,4477.73,4422.39,4470.75,1302420964.65,157984,Tadawul Medium Cap Index,2025-06,2025Q2,0.2970268154193656
2025-06-03,4402.09,4424.06,4392.99,4410.63,1066201767.0,143680,Tadawul Medium Cap Index,2025-06,2025Q2,-1.344740815299439
2025-06-02,4398.57,4407.63,4385.66,4397.57,1095214415.72,156096,Tadawul Medium Cap Index,2025-06,2025Q2,-0.29610282431309365
2025-06-01,4468.31,4468.36,4383.65,4394.3,1794645101.67,86003,Tadawul Medium Cap Index,2025-06,2025Q2,-0.07435924840308861
2025-05-29,4474.6,4486.23,4440.76,4469.94,4207624724.64,162010,Tadawul Medium Cap Index,2025-05,2025Q2,1.7213208019479564
2025-05-28,4408.93,4471.76,4407.7,4459.03,1282314306.82,142564,Tadawul Medium Cap Index,2025-05,2025Q2,-0.2440748645395674
2025-05-27,4487.1,4487.21,4392.15,4402.73,1359581652.5,155641,Tadawul Medium Cap Index,2025-05,2025Q2,-1.2626064413112315
2025-05-26,4486.87,4492.77,4441.48,4480.74,1261217434.11,140032,Tadawul Medium Cap Index,2025-05,2025Q2,1.771855189848126
2025-05-25,4526.68,4528.9,4471.95,4473.25,736275539.0,85592,Tadawul Medium Cap Index,2025-05,2025Q2,-0.16715988876836452
2025-05-22,4532.71,4537.44,4514.04,4527.34,1254990428.64,147132,Tadawul Medium Cap Index,2025-05,2025Q2,1.2091879505952141
2025-05-21,4573.39,4585.01,4540.98,4540.98,1114343340.91,136153,Tadawul Medium Cap Index,2025-05,2025Q2,0.3012806637009646
2025-05-20,4548.36,4585.22,4539.56,4573.74,1403755756.56,161983,Tadawul Medium Cap Index,2025-05,2025Q2,0.7214301758651231
2025-05-19,4587.52,4594.37,4544.3,4555.15,1240065307.96,154510,Tadawul Medium Cap Index,2025-05,2025Q2,-0.4064507383454319
2025-05-18,4613.36,4624.12,4588.87,4592.95,760632515.77,105754,Tadawul Medium Cap Index,2025-05,2025Q2,0.8298299726682945
2025-05-15,4621.79,4627.65,4600.26,4607.33,1314537894.48,141338,Tadawul Medium Cap Index,2025-05,2025Q2,0.31308853786782276
2025-05-14,4665.55,4667.65,4625.75,4625.75,1605388761.92,157284,Tadawul Medium Cap Index,2025-05,2025Q2,0.39979771364326844
2025-05-13,4652.18,4662.88,4637.02,4662.88,1568704857.37,184339,Tadawul Medium Cap Index,2025-05,2025Q2,0.8026806463816705
2025-05-12,4605.85,4654.47,4605.05,4646.7,1790281672.93,187825,Tadawul Medium Cap Index,2025-05,2025Q2,-0.3469958480595725
2025-05-11,4610.08,4621.4,4583.72,4590.76,1003705994.48,119548,Tadawul Medium Cap Index,2025-05,2025Q2,-1.2038651085716667
2025-05-08,4646.24,4650.51,4596.5,4600.45,1446635176.54,194202,Tadawul Medium Cap Index,2025-05,2025Q2,0.2110761616812784
2025-05-07,4630.98,4644.09,4614.55,4641.84,1748074854.85,167230,Tadawul Medium Cap Index,2025-05,2025Q2,0.8996945950939583
2025-05-06,4635.9,4658.31,4622.2,4632.89,1249327570.8,159437,Tadawul Medium Cap Index,2025-05,2025Q2,-0.1928114713130924
2025-05-05,4630.18,4656.43,4601.41,4640.49,1578762534.02,180392,Tadawul Medium Cap Index,2025-05,2025Q2,0.16404447332010186
2025-05-04,4672.03,4683.83,4634.27,4637.13,987565918.94,120258,Tadawul Medium Cap Index,2025-05,2025Q2,-0.07240614676466972
2025-05-01,4721.36,4722.36,4659.31,4677.9,1602442421.09,181997,Tadawul Medium Cap Index,2025-05,2025Q2,0.8792076133297799
2025-04-30,4751.82,4755.38,4700.23,4717.09,1955127043.38,183196,Tadawul Medium Cap Index,2025-04,2025Q2,0.8377690844182384
2025-04-29,4775.05,4787.35,4752.18,4752.18,1964680537.57,188276,Tadawul Medium Cap Index,2025-04,2025Q2,0.7438908309996162
2025-04-28,4753.66,4771.05,4735.2,4771.05,2138644762.48,202125,Tadawul Medium Cap Index,2025-04,2025Q2,0.39708091865207074
2025-04-27,4762.93,4769.55,4741.27,4749.29,1257898166.59,138614,Tadawul Medium Cap Index,2025-04,2025Q2,-0.4560840905041941
2025-04-24,4718.86,4757.09,4716.15,4755.98,1859129026.93,158103,Tadawul Medium Cap Index,2025-04,2025Q2,0.1408631605987365
2025-04-23,4708.49,4727.26,4694.22,4715.68,1532333232.97,150450,Tadawul Medium Cap Index,2025-04,2025Q2,-0.8473542781929133
2025-04-22,4661.18,4700.26,4656.82,4681.84,1442101722.66,166948,Tadawul Medium Cap Index,2025-04,2025Q2,-0.717605944423716
2025-04-21,4724.84,4727.71,4674.01,4675.9,1104578974.2,129987,Tadawul Medium Cap Index,2025-04,2025Q2,-0.1268731951540536
2025-04-20,4679.34,4717.76,4679.0,4717.08,1143735254.29,124458,Tadawul Medium Cap Index,2025-04,2025Q2,0.8806860711306985
2025-04-17,4665.79,4676.99,4648.71,4672.63,1418533452.28,193150,Tadawul Medium Cap Index,2025-04,2025Q2,-0.9423202489675764
2025-04-16,4687.89,4700.79,4664.07,4686.22,1675023666.55,187660,Tadawul Medium Cap Index,2025-04,2025Q2,0.29084263038161584
2025-04-15,4690.55,4708.49,4682.45,4692.27,1729605598.92,204384,Tadawul Medium Cap Index,2025-04,2025Q2,0.12910192009765176
2025-04-14,4666.18,4687.44,4649.42,4681.16,1995826620.57,207552,Tadawul Medium Cap Index,2025-04,2025Q2,-0.23677239374546577
2025-04-13,4620.75,4667.55,4620.75,4653.77,1308037759.65,133946,Tadawul Medium Cap Index,2025-04,2025Q2,-0.5851113826487286
2025-04-10,4630.02,4630.45,4552.57,4592.3,2476304650.82,218345,Tadawul Medium Cap Index,2025-04,2025Q2,-1.3208645893544424
2025-04-09,4509.27,4541.14,4409.74,4415.73,2164957994.23,226587,Tadawul Medium Cap Index,2025-04,2025Q2,-3.8449143130893204
2025-04-08,4539.61,4605.73,4519.48,4528.84,2456206270.07,231028,Tadawul Medium Cap Index,2025-04,2025Q2,2.5615243685642053
2025-04-07,4324.82,4487.03,4202.97,4472.35,3394751962.63,307595,Tadawul Medium Cap Index,2025-04,2025Q2,-1.2473392745162015
2025-04-06,4522.67,4551.19,4424.97,4424.97,2614159455.49,256113,Tadawul Medium Cap Index,2025-04,2025Q2,-1.0593983029056342
2025-04-03,4743.52,4818.09,4739.6,4776.7,1306174617.56,166676,Tadawul Medium Cap Index,2025-04,2025Q2,7.948754454832452
2025-03-27,4809.62,4851.19,4806.13,4831.76,1537679091.92,156337,Tadawul Medium Cap Index,2025-03,2025Q1,1.1526786275043444
2025-03-26,4723.5,4812.08,4723.34,4809.76,1667258506.08,160617,Tadawul Medium Cap Index,2025-03,2025Q1,-0.455320628508038
2025-03-25,4764.61,4764.61,4718.31,4718.49,1172883515.18,135118,Tadawul Medium Cap Index,2025-03,2025Q1,-1.8975998802435168
2025-03-24,4718.37,4763.3,4705.1,4745.12,1173167826.17,130406,Tadawul Medium Cap Index,2025-03,2025Q1,0.5643754675754398
2025-03-23,4742.53,4755.08,4721.17,4721.17,705886055.97,88449,Tadawul Medium Cap Index,2025-03,2025Q1,-0.5047290690224915
2025-03-20,4753.88,4760.94,4728.99,4753.25,1627772070.66,140326,Tadawul Medium Cap Index,2025-03,2025Q1,0.6794925834062271
2025-03-19,4759.79,4760.2,4727.28,4748.06,1358929763.5,152946,Tadawul Medium Cap Index,2025-03,2025Q1,-0.10918845000787991
2025-03-18,4794.91,4800.7,4755.33,4767.09,1270638963.54,152693,Tadawul Medium Cap Index,2025-03,2025Q1,0.40079527217431465
2025-03-17,4809.21,4828.32,4787.03,4798.73,1338206238.71,144894,Tadawul Medium Cap Index,2025-03,2025Q1,0.6637172782556933
2025-03-16,4738.13,4809.33,4724.76,4792.41,1198889659.75,100579,Tadawul Medium Cap Index,2025-03,2025Q1,-0.13170151269189523
2025-03-13,4720.28,4745.07,4708.77,4736.46,1393132375.5,135552,Tadawul Medium Cap Index,2025-03,2025Q1,-1.1674710636193408
2025-03-12,4721.61,4728.94,4692.35,4722.99,1687499430.3,152410,Tadawul Medium Cap Index,2025-03,2025Q1,-0.28438960742833697
2025-03-11,4682.7,4727.61,4623.27,4713.56,1796079475.58,170045,Tadawul Medium Cap Index,2025-03,2025Q1,-0.1996616550108965
2025-03-10,4761.65,4762.2,4707.1,4707.86,1450040871.28,139620,Tadawul Medium Cap Index,2025-03,2025Q1,-0.12092770644694939
2025-03-09,4740.89,4767.93,4706.98,4761.95,1140839073.51,102563,Tadawul Medium Cap Index,2025-03,2025Q1,1.148929662309417
2025-03-06,4805.58,4807.86,4696.85,4738.74,1825702229.76,162681,Tadawul Medium Cap Index,2025-03,2025Q1,-0.4874053696489855
2025-03-05,4837.06,4860.25,4798.32,4810.91,1561141884.6,115802,Tadawul Medium Cap Index,2025-03,2025Q1,1.5229786820969204
2025-03-04,4877.03,4884.84,4830.34,4833.15,1989911146.23,163143,Tadawul Medium Cap Index,2025-03,2025Q1,0.4622826034991201
2025-03-03,4857.58,4897.3,4837.72,4890.26,2139191748.52,164717,Tadawul Medium Cap Index,2025-03,2025Q1,1.1816310273838004
2025-03-02,4901.9,4912.17,4842.56,4860.29,1043397810.97,84646,Tadawul Medium Cap Index,2025-03,2025Q1,-0.612850850466029
2025-02-27,4947.48,4947.58,4896.55,4896.55,2605830870.3,128307,Tadawul Medium Cap Index,2025-02,2025Q1,0.7460460178302153
2025-02-26,4980.46,4981.9,4930.35,4941.74,1191829785.9,95659,Tadawul Medium Cap Index,2025-02,2025Q1,0.9228946911600922
2025-02-25,4983.85,4984.68,4952.06,4979.55,1304555912.51,102387,Tadawul Medium Cap Index,2025-02,2025Q1,0.7651151213944996
2025-02-24,5006.96,5025.98,4982.73,4988.78,1866747287.95,134217,Tadawul Medium Cap Index,2025-02,2025Q1,0.18535811468907148
2025-02-20,4973.96,5013.58,4969.58,5013.58,1695995214.29,111335,Tadawul Medium Cap Index,2025-02,2025Q1,0.49711552724314156
2025-02-19,4974.33,4988.37,4957.59,4981.73,1797364490.51,115082,Tadawul Medium Cap Index,2025-02,2025Q1,-0.6352745942021509
2025-02-18,4953.95,4983.99,4947.84,4982.36,1502078081.21,103698,Tadawul Medium Cap Index,2025-02,2025Q1,0.012646209248590168
2025-02-17,4992.2,4993.52,4950.21,4955.04,1381881614.2,116220,Tadawul Medium Cap Index,2025-02,2025Q1,-0.5483345242013771
2025-02-16,5017.62,5050.19,4991.4,4995.22,964154148.83,70758,Tadawul Medium Cap Index,2025-02,2025Q1,0.8108915366979996
2025-02-13,5023.53,5026.89,5003.75,5015.71,1128656514.93,91388,Tadawul Medium Cap Index,2025-02,2025Q1,0.4101921436893585
2025-02-12,5064.76,5065.23,5026.05,5031.94,1374828233.38,104802,Tadawul Medium Cap Index,2025-02,2025Q1,0.323583301267405
2025-02-11,5050.14,5067.62,5039.09,5064.4,1408162003.73,97827,Tadawul Medium Cap Index,2025-02,2025Q1,0.6450792338541511
2025-02-10,5028.38,5062.01,5026.25,5054.02,1536940334.96,111458,Tadawul Medium Cap Index,2025-02,2025Q1,-0.2049601137350754
2025-02-09,5032.17,5043.0,5023.04,5035.76,1062711072.92,75941,Tadawul Medium Cap Index,2025-02,2025Q1,-0.3612965520516376
2025-02-06,5002.39,5026.83,4990.49,5026.17,1718395922.18,109356,Tadawul Medium Cap Index,2025-02,2025Q1,-0.19043798751330332
2025-02-05,5003.75,5012.79,4996.02,5000.03,1616501557.52,120556,Tadawul Medium Cap Index,2025-02,2025Q1,-0.5200779122075172
2025-02-04,5001.94,5013.4,4998.52,5012.37,1227642278.68,102998,Tadawul Medium Cap Index,2025-02,2025Q1,0.24679851920887952
2025-02-03,5022.49,5022.49,4979.66,5003.33,1573928422.04,125384,Tadawul Medium Cap Index,2025-02,2025Q1,-0.18035380468720552
2025-02-02,5047.6,5058.33,5024.27,5033.59,933711088.34,76122,Tadawul Medium Cap Index,2025-02,2025Q1,0.6047972050614359
2025-01-30,5038.46,5053.87,5021.91,5042.34,1322839663.93,108349,Tadawul Medium Cap Index,2025-01,2025Q1,0.17383219531188487
2025-01-29,5085.14,5104.09,5024.91,5037.36,1902642319.7,136550,Tadawul Medium Cap Index,2025-01,2025Q1,-0.09876366924881363
2025-01-28,5062.34,5114.31,5054.29,5080.33,2775961886.87,150356,Tadawul Medium Cap Index,2025-01,2025Q1,0.8530261883208823
2025-01-27,5026.54,5080.82,5024.29,5053.57,2215723205.43,125326,Tadawul Medium Cap Index,2025-01,2025Q1,-0.5267374363476462
2025-01-26,5013.36,5033.29,5006.27,5023.76,961196877.73,70034,Tadawul Medium Cap Index,2025-01,2025Q1,-0.5898800254077741
2025-01-23,5019.77,5020.41,4996.15,5002.16,1329795212.89,106559,Tadawul Medium Cap Index,2025-01,2025Q1,-0.4299568450722213
2025-01-22,5027.15,5041.09,5006.86,5016.72,1681770781.01,116433,Tadawul Medium Cap Index,2025-01,2025Q1,0.291074255921453
2025-01-21,5005.45,5023.04,4986.04,5017.63,1504298669.27,99230,Tadawul Medium Cap Index,2025-01,2025Q1,0.01813934204022427
2025-01-20,4981.52,5006.17,4976.02,5004.15,1416741034.24,106577,Tadawul Medium Cap Index,2025-01,2025Q1,-0.26865273047236293
2025-01-19,4940.96,4978.29,4939.61,4975.08,1020055673.52,83665,Tadawul Medium Cap Index,2025-01,2025Q1,-0.5809178381942948
2025-01-16,4930.64,4948.44,4923.52,4937.31,1195584401.26,94643,Tadawul Medium Cap Index,2025-01,2025Q1,-0.7591837719192362
2025-01-15,4909.34,4933.66,4906.65,4928.57,1490978367.9,116240,Tadawul Medium Cap Index,2025-01,2025Q1,-0.17701947011633523
2025-01-14,4879.01,4908.14,4868.25,4908.14,1405060198.91,106924,Tadawul Medium Cap Index,2025-01,2025Q1,-0.4145218592816913
2025-01-13,4881.41,4892.91,4867.48,4876.35,1562611682.88,129093,Tadawul Medium Cap Index,2025-01,2025Q1,-0.6476995358730586
2025-01-12,4862.25,4884.53,4857.85,4884.53,796824474.53,65784,Tadawul Medium Cap Index,2025-01,2025Q1,0.16774841838669285
2025-01-09,4855.47,4864.28,4819.07,4858.75,1491345835.68,119182,Tadawul Medium Cap Index,2025-01,2025Q1,-0.527788753472691
2025-01-08,4881.87,4892.78,4851.72,4852.43,1602795653.78,133983,Tadawul Medium Cap Index,2025-01,2025Q1,-0.13007460766657486
2025-01-07,4852.46,4882.19,4843.58,4882.19,1507950868.52,105601,Tadawul Medium Cap Index,2025-01,2025Q1,0.6133009646712928
2025-01-06,4842.13,4858.31,4825.05,4851.08,1631653892.76,127894,Tadawul Medium Cap Index,2025-01,2025Q1,-0.6372140371431634
2025-01-05,4828.92,4843.88,4818.21,4836.3,896582097.41,80540,Tadawul Medium Cap Index,2025-01,2025Q1,-0.3046744230150722
2025-01-02,4851.4,4851.55,4821.25,4830.41,1132623969.11,98204,Tadawul Medium Cap Index,2025-01,2025Q1,-0.12178731675041021
2025-01-01,4841.89,4849.42,4832.16,4845.96,649535371.29,68318,Tadawul Medium Cap Index,2025-01,2025Q1,0.32191884332799514
2025-12-31,4284.98,4362.46,4284.98,4362.46,1144210487.82,170657,Tadawul Small Cap Index,2025-12,2025Q4,
2025-12-30,4338.78,4338.78,4256.57,4265.04,1273676746.0,200376,Tadawul Small Cap Index,2025-12,2025Q4,-2.233143684985084
2025-12-29,4310.96,4343.48,4292.95,4343.48,1073759892.36,179446,Tadawul Small Cap Index,2025-12,2025Q4,1.8391386716185343
2025-12-28,4385.17,4385.17,4307.94,4311.58,1087175787.6,175284,Tadawul Small Cap Index,2025-12,2025Q4,-0.7344341403667021
2025-12-25,4390.99,4405.29,4380.64,4380.64,697949550.49,116503,Tadawul Small Cap Index,2025-12,2025Q4,1.6017330073894165
2025-12-24,4432.27,4432.45,4386.53,4390.4,1073571819.04,165179,Tadawul Small Cap Index,2025-12,2025Q4,0.22279849519704076
2025-12-23,4405.77,4425.14,4405.36,4421.85,1172016375.57,171479,Tadawul Small Cap Index,2025-12,2025Q4,0.7163356413994348
2025-12-22,4424.49,4426.19,4392.38,4404.96,1312621817.42,188123,Tadawul Small Cap Index,2025-12,2025Q4,-0.381966823840707
2025-12-21,4392.91,4448.62,4392.43,4421.52,1122127333.26,158596,Tadawul Small Cap Index,2025-12,2025Q4,0.375939849624074
2025-12-18,4393.74,4395.88,4349.31,4385.32,1484782929.14,215184,Tadawul Small Cap Index,2025-12,2025Q4,-0.8187229730952428
2025-12-17,4384.32,4405.33,4366.29,4391.58,1148103011.58,172774,Tadawul Small Cap Index,2025-12,2025Q4,0.14274898981145867
2025-12-16,4447.77,4451.19,4380.66,4385.88,1229565762.94,207828,Tadawul Small Cap Index,2025-12,2025Q4,-0.12979383274356326
2025-12-15,4442.8,4452.58,4427.6,4448.78,1076226348.21,189895,Tadawul Small Cap Index,2025-12,2025Q4,1.434147765100735
2025-12-14,4509.64,4509.64,4441.25,4441.25,1133262341.78,176924,Tadawul Small Cap Index,2025-12,2025Q4,-0.1692598869802442
2025-12-11,4545.3,4547.76,4506.76,4513.53,1045228580.69,175583,Tadawul Small Cap Index,2025-12,2025Q4,1.6274697438783958
2025-12-10,4513.27,4535.61,4512.99,4534.95,1224359170.98,181032,Tadawul Small Cap Index,2025-12,2025Q4,0.47457311682874703
2025-12-09,4478.92,4510.1,4469.85,4508.73,1120132607.84,166880,Tadawul Small Cap Index,2025-12,2025Q4,-0.5781761651175943
2025-12-08,4498.47,4499.04,4467.11,4479.83,1109119935.59,173380,Tadawul Small Cap Index,2025-12,2025Q4,-0.6409787234986308
